servicio,canal,canal_origen,urgencia,mensaje_largo,referido,tratamiento_prev,interes_activo,es_mañana,dias_recientes,hora_contacto,dias_desde_contacto,nombre,correo,telefono
Cirugía oral,Facebook,Llamada directa,Baja,0,0,0,1,0,1,8,8,Andrea Sánchez Morales,andrea23@outlook.com,+51 918616974
Endodoncia,Otro,Google Ads,Media,1,0,1,0,0,0,11,6,Elena Flores Rojas,elena28@yahoo.es,+51 972496218
Ortodoncia,Facebook,Google Ads,Alta,0,0,0,1,0,0,15,8,Fiorella Flores Herrera,fiorella27@gmail.com,+51 921638285
Limpieza dental,WhatsApp,Recomendación,Baja,0,0,1,1,0,0,14,0,Fiorella Chávez Herrera,fiorella82@yahoo.es,+51 949618450
Cirugía oral,Otro,Recomendación,Baja,0,0,0,1,0,1,18,6,Lucía Cruz Herrera,lucía79@hotmail.com,+51 965603217
Extracción,Otro,Página web,Alta,0,0,0,1,0,0,17,1,Miguel Martínez Sánchez,miguel47@hotmail.com,+51 960423380
Blanqueamiento,Otro,Google Ads,Media,1,1,0,0,0,0,15,5,Elena Vásquez Martínez,elena48@yahoo.es,+51 927155000
Endodoncia,WhatsApp,Google Ads,Baja,0,0,0,1,0,0,22,4,Carmen Morales Morales,carmen89@outlook.com,+51 932456442
Cirugía oral,WhatsApp,Recomendación,Media,1,0,1,1,1,0,12,8,Rosa Quispe Morales,rosa15@yahoo.es,+51 941077034
Extracción,Otro,Google Ads,Alta,0,1,0,0,0,0,18,7,Diana Castro Gómez,diana16@yahoo.es,+51 942341167
Extracción,Otro,Llamada directa,Alta,0,0,0,0,0,0,11,4,Rosa García Gómez,rosa92@outlook.com,+51 991925516
Carillas,Otro,Google Ads,Media,1,1,0,1,0,1,8,5,Pedro Sánchez Rojas,pedro48@yahoo.es,+51 927286916
Endodoncia,Otro,Página web,Baja,1,1,1,0,0,1,12,3,Rosa Martínez Martínez,rosa81@hotmail.com,+51 989729032
Ortodoncia,Otro,Recomendación,Baja,0,1,1,1,0,1,17,0,José Martínez Chávez,josé64@gmail.com,+51 931940132
Endodoncia,Facebook,Recomendación,Alta,0,0,1,0,0,1,12,5,Raúl Ruiz Ramírez,raúl22@outlook.com,+51 988440289
Blanqueamiento,Facebook,Página web,Media,1,1,1,1,0,0,15,0,Elena Cruz Torres,elena56@hotmail.com,+51 954031546
Carillas,Facebook,Recomendación,Baja,1,1,1,1,1,1,11,2,Ana Rodríguez Quispe,ana70@yahoo.es,+51 955118850
Limpieza dental,Facebook,Página web,Media,1,1,1,1,0,0,14,6,Andrea Castro Pérez,andrea64@gmail.com,+51 997472396
Extracción,Otro,Página web,Baja,0,1,0,1,0,0,19,5,Elena Castro Silva,elena76@yahoo.es,+51 996258040
Limpieza dental,Instagram,Recomendación,Alta,1,0,1,0,0,1,13,8,Luis Sánchez Torres,luis56@hotmail.com,+51 925735819
Cirugía oral,Facebook,Recomendación,Media,1,1,1,0,1,0,19,5,Renzo Torres Rodríguez,renzo77@gmail.com,+51 914875963
Endodoncia,WhatsApp,Página web,Baja,1,0,0,0,0,0,9,9,Luis Martínez Sánchez,luis41@hotmail.com,+51 940643302
Extracción,Otro,Llamada directa,Media,1,1,1,1,0,0,4,7,María Sánchez Mendoza,maría25@outlook.com,+51 983651802
Blanqueamiento,Facebook,Llamada directa,Baja,0,0,1,0,0,0,9,6,Fiorella Ramírez Flores,fiorella72@gmail.com,+51 972669652
Revisión general,Otro,Recomendación,Baja,1,1,1,0,0,0,15,0,Rosa Herrera Herrera,rosa80@outlook.com,+51 976030652
Implantes,Otro,Página web,Media,1,0,0,1,0,1,13,10,María García Ruiz,maría79@hotmail.com,+51 932876018
Extracción,WhatsApp,Google Ads,Alta,1,1,0,0,1,1,12,1,Rosa Silva Torres,rosa61@gmail.com,+51 991365093
Blanqueamiento,Otro,Llamada directa,Media,0,0,1,1,1,1,8,6,Renzo Silva Herrera,renzo22@outlook.com,+51 955187271
Extracción,WhatsApp,Recomendación,Alta,0,0,0,0,0,0,9,11,Jessica Martínez Castro,jessica96@hotmail.com,+51 985718032
Cirugía oral,Facebook,Página web,Baja,1,1,1,0,0,1,11,0,Pedro Herrera Pérez,pedro91@yahoo.es,+51 978255281
Implantes,Otro,Página web,Media,0,1,0,1,0,0,15,4,Pedro Ruiz Chávez,pedro60@outlook.com,+51 923783370
Ortodoncia,Otro,Google Ads,Alta,0,1,1,1,0,1,17,0,Renzo Sánchez Vásquez,renzo82@outlook.com,+51 974768113
Endodoncia,WhatsApp,Página web,Alta,1,0,0,1,0,0,11,7,Andrea Herrera Quispe,andrea84@hotmail.com,+51 949963709
Extracción,WhatsApp,Página web,Alta,1,1,1,0,1,0,11,5,Luis Sánchez Rodríguez,luis93@outlook.com,+51 984938579
Limpieza dental,Facebook,Recomendación,Alta,1,1,1,1,0,1,10,3,Pedro Morales Gómez,pedro37@yahoo.es,+51 966125412
Blanqueamiento,Instagram,Google Ads,Media,1,0,0,1,1,1,18,2,Raúl Rojas Mendoza,raúl80@hotmail.com,+51 911547832
Extracción,Otro,Página web,Media,0,0,1,0,1,0,13,4,Lucía Mendoza Cruz,lucía65@yahoo.es,+51 948400215
Cirugía oral,Facebook,Llamada directa,Baja,0,0,1,0,0,0,15,7,Karla Cruz Torres,karla25@hotmail.com,+51 952323546
Extracción,Instagram,Llamada directa,Alta,0,1,0,1,1,1,13,2,José Herrera Gómez,josé53@yahoo.es,+51 912902704
Extracción,Facebook,Llamada directa,Alta,0,1,1,1,0,0,8,4,Fiorella García Rojas,fiorella55@gmail.com,+51 954683723
Revisión general,Instagram,Google Ads,Baja,0,1,1,0,0,1,13,5,Ana Torres Gómez,ana26@outlook.com,+51 938293324
Revisión general,WhatsApp,Recomendación,Alta,1,1,1,0,1,0,17,4,Luis Morales Ruiz,luis42@outlook.com,+51 913025700
Cirugía oral,Instagram,Google Ads,Media,0,1,0,0,0,1,13,6,Miguel Torres Mendoza,miguel36@outlook.com,+51 992453619
Blanqueamiento,Instagram,Llamada directa,Media,0,0,1,0,0,0,13,1,Carlos Gómez Castro,carlos74@gmail.com,+51 984744740
Revisión general,Otro,Página web,Media,0,0,0,1,0,1,8,2,Pedro Ruiz García,pedro99@hotmail.com,+51 910279830
Endodoncia,Otro,Llamada directa,Alta,0,0,1,0,1,0,20,4,María Morales Ramírez,maría58@hotmail.com,+51 954773582
Carillas,WhatsApp,Página web,Baja,1,1,1,0,1,0,14,0,Jorge Ruiz Silva,jorge68@outlook.com,+51 994542967
Extracción,Otro,Google Ads,Media,0,1,1,1,0,0,18,4,Carmen Martínez Ramírez,carmen36@hotmail.com,+51 924368770
Ortodoncia,Otro,Página web,Baja,1,1,1,0,1,0,12,4,Fernando Ramírez Herrera,fernando55@outlook.com,+51 949429408
Ortodoncia,Facebook,Google Ads,Baja,0,0,1,0,1,0,16,7,Jorge Gómez Cruz,jorge15@outlook.com,+51 980175746
Limpieza dental,Otro,Llamada directa,Alta,0,0,1,1,0,0,15,8,Andrea Martínez Chávez,andrea52@gmail.com,+51 999670637
Ortodoncia,Instagram,Recomendación,Baja,0,1,1,0,0,0,16,9,Carmen Chávez Rojas,carmen90@hotmail.com,+51 934327565
Extracción,Facebook,Recomendación,Baja,0,1,1,1,0,0,23,6,María Martínez Pérez,maría32@hotmail.com,+51 934402687
Carillas,Instagram,Google Ads,Alta,1,1,0,1,0,1,15,1,Lucía Torres Ramírez,lucía24@yahoo.es,+51 996702284
Cirugía oral,WhatsApp,Recomendación,Baja,0,0,0,0,0,0,13,1,Luis Vásquez Rojas,luis70@gmail.com,+51 936096666
Limpieza dental,Facebook,Llamada directa,Baja,1,1,1,1,1,0,16,6,Diana Mendoza Chávez,diana67@gmail.com,+51 957084152
Revisión general,Instagram,Llamada directa,Alta,1,1,0,0,0,0,11,7,Elena Ramírez Pérez,elena70@outlook.com,+51 958890610
Revisión general,Instagram,Llamada directa,Media,0,1,0,1,1,1,11,1,Fiorella Morales Chávez,fiorella47@hotmail.com,+51 979258485
Extracción,Facebook,Página web,Media,0,1,0,0,0,0,14,9,Jessica Gómez Vásquez,jessica47@gmail.com,+51 944398757
Extracción,Facebook,Llamada directa,Alta,0,0,0,1,0,0,14,9,Carlos Chávez Herrera,carlos14@outlook.com,+51 939951066
Blanqueamiento,Otro,Página web,Alta,0,1,1,1,0,0,22,10,Raúl Torres Sánchez,raúl13@outlook.com,+51 955751518
Extracción,WhatsApp,Recomendación,Baja,1,1,1,0,0,1,10,6,Jorge Ramírez Gómez,jorge10@hotmail.com,+51 914739319
Revisión general,WhatsApp,Google Ads,Baja,0,1,1,0,0,1,14,1,José Sánchez Pérez,josé94@gmail.com,+51 934078226
Cirugía oral,Otro,Recomendación,Alta,0,1,0,0,0,0,15,7,Fiorella Rojas Gómez,fiorella31@yahoo.es,+51 970958240
Ortodoncia,Facebook,Llamada directa,Media,1,0,1,0,1,0,10,5,Fernando Vásquez Vásquez,fernando59@gmail.com,+51 961683916
Ortodoncia,WhatsApp,Google Ads,Media,1,1,1,0,0,0,16,5,Lucía Cruz Morales,lucía62@yahoo.es,+51 926770764
Cirugía oral,Otro,Recomendación,Baja,1,0,0,0,1,1,17,9,Raúl Martínez García,raúl72@outlook.com,+51 951675191
Implantes,Otro,Recomendación,Media,1,0,0,1,0,0,15,3,María Gómez Gómez,maría34@hotmail.com,+51 943114621
Revisión general,Instagram,Google Ads,Baja,1,1,0,0,1,0,17,6,Carmen Martínez Pérez,carmen77@hotmail.com,+51 939400798
Implantes,WhatsApp,Recomendación,Alta,1,0,1,1,0,0,8,4,Carlos Mendoza Rodríguez,carlos58@gmail.com,+51 949143418
Cirugía oral,Otro,Página web,Baja,1,0,0,0,0,1,18,3,Luis Pérez Flores,luis72@yahoo.es,+51 942273048
Implantes,Facebook,Página web,Baja,0,1,0,0,0,1,11,3,Rosa Sánchez Ramírez,rosa28@outlook.com,+51 911365706
Endodoncia,Instagram,Página web,Media,0,1,0,0,1,0,7,3,Diana Herrera Rodríguez,diana67@outlook.com,+51 990402459
Endodoncia,WhatsApp,Llamada directa,Media,0,1,1,1,0,0,15,1,Carlos Sánchez Silva,carlos23@gmail.com,+51 989474846
Extracción,Instagram,Llamada directa,Baja,0,1,0,1,0,0,6,11,Raúl Herrera Mendoza,raúl98@outlook.com,+51 984616607
Implantes,WhatsApp,Recomendación,Alta,0,1,1,1,0,0,14,5,Jorge Rodríguez Quispe,jorge91@yahoo.es,+51 958301660
Ortodoncia,WhatsApp,Recomendación,Alta,0,0,1,0,1,0,16,6,Jessica Silva Martínez,jessica22@gmail.com,+51 962092052
Cirugía oral,Facebook,Llamada directa,Media,1,1,1,1,0,0,8,3,José Cruz Herrera,josé54@yahoo.es,+51 985521648
Limpieza dental,Otro,Recomendación,Alta,0,0,0,0,0,0,10,2,Miguel Torres Ramírez,miguel20@hotmail.com,+51 947456837
Limpieza dental,Instagram,Recomendación,Baja,0,0,0,0,0,0,15,3,Luis Quispe Cruz,luis11@gmail.com,+51 992269187
Revisión general,WhatsApp,Recomendación,Alta,0,1,0,1,1,0,11,3,Karla Rojas Morales,karla74@hotmail.com,+51 932566255
Extracción,Instagram,Google Ads,Media,1,1,1,1,1,0,9,5,Raúl Ruiz Chávez,raúl95@yahoo.es,+51 976590377
Carillas,Facebook,Página web,Alta,1,1,1,0,0,0,13,4,Elena Sánchez Ramírez,elena67@hotmail.com,+51 969452880
Extracción,Facebook,Google Ads,Alta,1,1,0,0,0,1,18,11,Carmen Silva Rojas,carmen88@outlook.com,+51 961987186
Endodoncia,Instagram,Llamada directa,Baja,0,0,1,0,0,0,20,2,María Vásquez Flores,maría63@outlook.com,+51 975785566
Revisión general,Facebook,Llamada directa,Media,0,1,1,0,1,0,10,7,Karla García Quispe,karla23@yahoo.es,+51 947729644
Extracción,Instagram,Página web,Alta,0,1,1,1,0,0,18,0,Ana Ruiz Torres,ana54@hotmail.com,+51 991418759
Revisión general,Facebook,Google Ads,Media,0,0,0,1,1,0,18,3,Elena Vásquez Gómez,elena41@outlook.com,+51 932595227
Extracción,Otro,Google Ads,Baja,0,0,0,1,1,0,21,13,Pedro Herrera Quispe,pedro52@gmail.com,+51 924006026
Endodoncia,WhatsApp,Página web,Baja,1,1,1,1,0,0,13,1,Raúl Herrera Herrera,raúl60@outlook.com,+51 919056784
Endodoncia,WhatsApp,Llamada directa,Baja,0,1,1,0,0,0,18,7,Pedro Herrera Ramírez,pedro62@yahoo.es,+51 911555119
Endodoncia,Instagram,Llamada directa,Alta,0,1,1,1,0,0,15,6,Carmen Sánchez Flores,carmen10@yahoo.es,+51 993865039
Blanqueamiento,WhatsApp,Recomendación,Alta,1,1,0,0,0,0,11,4,Andrea Mendoza Castro,andrea81@outlook.com,+51 950673960
Extracción,Instagram,Llamada directa,Media,0,1,0,1,1,1,16,0,Lucía Silva Mendoza,lucía99@outlook.com,+51 951406045
Ortodoncia,Otro,Página web,Baja,1,0,0,1,0,0,7,4,Miguel Gómez Herrera,miguel19@yahoo.es,+51 938976265
Ortodoncia,Otro,Llamada directa,Baja,1,0,0,1,0,0,18,3,Ana Martínez Quispe,ana22@gmail.com,+51 999762020
Implantes,Otro,Página web,Media,1,0,0,0,0,1,20,2,Fiorella Herrera García,fiorella61@yahoo.es,+51 965343848
Revisión general,Otro,Recomendación,Baja,0,0,1,0,0,1,16,0,Fernando Morales Torres,fernando13@yahoo.es,+51 971112503
Implantes,Facebook,Google Ads,Alta,0,0,0,1,0,0,13,5,Jessica Pérez Silva,jessica17@hotmail.com,+51 941895733
Ortodoncia,Instagram,Recomendación,Media,0,1,0,1,0,0,13,3,Pedro Ruiz Martínez,pedro33@outlook.com,+51 966477409
Cirugía oral,Otro,Página web,Alta,0,1,0,0,0,0,19,2,Lucía Ramírez Gómez,lucía18@gmail.com,+51 969635351
Blanqueamiento,Otro,Google Ads,Media,0,0,0,1,0,1,9,1,Diana Vásquez Herrera,diana81@yahoo.es,+51 995513463
Cirugía oral,Instagram,Recomendación,Baja,0,0,1,0,0,1,18,3,Fiorella Sánchez Rodríguez,fiorella10@outlook.com,+51 952102904
Cirugía oral,Otro,Recomendación,Alta,1,1,1,1,0,0,20,7,Luis Pérez García,luis30@gmail.com,+51 945116495
Limpieza dental,Facebook,Google Ads,Alta,0,1,1,1,0,1,16,6,Andrea Ruiz Martínez,andrea96@gmail.com,+51 991538806
Ortodoncia,Instagram,Página web,Baja,1,0,1,0,1,0,17,5,Elena Rodríguez Ruiz,elena46@hotmail.com,+51 920918712
Revisión general,Otro,Página web,Baja,1,0,0,0,1,0,1,3,María Sánchez Chávez,maría31@gmail.com,+51 917723330
Ortodoncia,WhatsApp,Google Ads,Alta,1,0,1,1,1,0,18,10,Lucía Ruiz Martínez,lucía86@outlook.com,+51 964911825
Extracción,WhatsApp,Google Ads,Media,1,1,0,0,1,1,15,3,Fiorella Martínez Ramírez,fiorella36@outlook.com,+51 928438010
Cirugía oral,Instagram,Página web,Baja,0,1,1,1,0,0,15,6,Diana Herrera Torres,diana89@gmail.com,+51 993065095
Cirugía oral,WhatsApp,Página web,Media,1,1,0,0,1,0,14,8,Diana García Ruiz,diana83@yahoo.es,+51 920716324
Endodoncia,Otro,Google Ads,Baja,1,0,0,1,0,1,19,4,María Ruiz Rodríguez,maría80@yahoo.es,+51 986635156
Blanqueamiento,Otro,Recomendación,Baja,1,0,0,0,1,1,19,0,Andrea Gómez Herrera,andrea73@outlook.com,+51 958221683
Extracción,Instagram,Llamada directa,Media,1,1,1,0,0,1,16,6,Ana Flores Silva,ana15@outlook.com,+51 956742249
Ortodoncia,Otro,Google Ads,Baja,0,0,1,0,0,0,9,6,Lucía Rodríguez Cruz,lucía42@hotmail.com,+51 995195981
Revisión general,Instagram,Llamada directa,Media,0,1,0,1,1,0,16,0,Raúl Morales Rojas,raúl98@hotmail.com,+51 971151053
Endodoncia,Instagram,Recomendación,Alta,1,1,0,0,1,0,14,6,José García Mendoza,josé42@yahoo.es,+51 914929936
Carillas,WhatsApp,Recomendación,Baja,1,1,0,1,0,1,18,5,Raúl Vásquez Flores,raúl51@outlook.com,+51 949164953
Cirugía oral,WhatsApp,Página web,Media,1,0,0,0,0,0,14,6,Pedro Ruiz Rodríguez,pedro23@yahoo.es,+51 979594876
Extracción,Facebook,Página web,Media,0,1,0,0,1,0,15,1,Renzo Flores Rojas,renzo39@outlook.com,+51 939638489
Cirugía oral,WhatsApp,Recomendación,Media,1,0,0,1,0,0,9,7,Jorge Vásquez Mendoza,jorge62@outlook.com,+51 946793094
Ortodoncia,Facebook,Llamada directa,Media,0,1,0,0,1,1,12,3,Raúl Rojas Ruiz,raúl91@hotmail.com,+51 920407077
Extracción,WhatsApp,Google Ads,Media,0,0,0,1,1,1,10,2,Jessica Castro Chávez,jessica41@gmail.com,+51 928241758
Implantes,Facebook,Google Ads,Alta,0,0,0,0,0,0,12,7,José Flores Ruiz,josé94@hotmail.com,+51 914436876
Limpieza dental,Facebook,Google Ads,Media,1,0,1,0,0,0,15,8,Diana Pérez Gómez,diana91@hotmail.com,+51 983005914
Implantes,Instagram,Llamada directa,Baja,1,0,0,0,0,0,17,5,Raúl Rodríguez Flores,raúl56@gmail.com,+51 960564125
Carillas,Otro,Página web,Media,0,0,0,0,0,0,12,7,Fernando Sánchez Rojas,fernando57@yahoo.es,+51 966753274
Limpieza dental,Otro,Recomendación,Baja,1,0,0,0,0,0,16,3,Fernando Ramírez Castro,fernando86@hotmail.com,+51 982020910
Ortodoncia,Instagram,Recomendación,Media,0,1,0,0,1,0,14,3,Diana Cruz Rodríguez,diana49@gmail.com,+51 922771061
Cirugía oral,Otro,Llamada directa,Alta,1,1,1,0,0,0,12,9,Fiorella Ruiz Ruiz,fiorella17@outlook.com,+51 960812260
Carillas,Instagram,Google Ads,Alta,0,0,0,1,0,0,16,0,José Rojas Silva,josé78@hotmail.com,+51 919516252
Revisión general,Facebook,Llamada directa,Baja,0,0,0,0,0,1,11,0,Jessica Morales Torres,jessica86@gmail.com,+51 978211896
Endodoncia,Otro,Llamada directa,Media,0,1,0,1,0,0,17,4,Andrea Herrera Castro,andrea49@yahoo.es,+51 949442664
Endodoncia,Instagram,Google Ads,Media,1,1,1,0,0,1,11,3,Elena Pérez Gómez,elena36@hotmail.com,+51 957174105
Endodoncia,Otro,Recomendación,Alta,1,1,0,1,1,0,23,9,Rosa Martínez Martínez,rosa29@outlook.com,+51 938617416
Extracción,Instagram,Google Ads,Baja,0,1,1,1,0,0,20,4,Fiorella Pérez Silva,fiorella24@yahoo.es,+51 986897509
Carillas,Otro,Página web,Baja,0,0,0,0,1,1,10,6,Elena Quispe Ruiz,elena51@gmail.com,+51 988920688
Extracción,Facebook,Recomendación,Media,0,1,0,1,0,1,13,8,Jessica Cruz García,jessica53@outlook.com,+51 996645728
Revisión general,Instagram,Página web,Media,1,1,1,0,1,1,12,8,Luis Ruiz Flores,luis39@hotmail.com,+51 925505761
Extracción,Instagram,Llamada directa,Alta,0,1,1,0,0,0,12,1,Jorge Sánchez Flores,jorge73@outlook.com,+51 989329908
Cirugía oral,WhatsApp,Página web,Baja,0,0,1,1,1,1,17,6,Diana Cruz García,diana21@hotmail.com,+51 996614592
Ortodoncia,Otro,Página web,Baja,1,0,1,0,1,0,16,0,Elena Herrera Flores,elena22@hotmail.com,+51 938951651
Limpieza dental,WhatsApp,Recomendación,Alta,0,1,1,1,1,0,12,8,Fernando Gómez Mendoza,fernando98@yahoo.es,+51 961537255
Endodoncia,WhatsApp,Llamada directa,Media,1,0,1,1,0,0,12,4,María Quispe Chávez,maría71@hotmail.com,+51 974710989
Revisión general,Instagram,Llamada directa,Baja,0,0,0,1,0,0,17,7,Karla García Herrera,karla80@yahoo.es,+51 919599296
Cirugía oral,Facebook,Google Ads,Alta,1,1,0,1,0,1,10,4,Lucía Chávez Castro,lucía80@gmail.com,+51 955507458
Implantes,Instagram,Página web,Baja,1,1,1,1,0,0,15,4,Diana Morales Ramírez,diana53@yahoo.es,+51 933750122
Revisión general,Instagram,Página web,Alta,0,1,0,1,1,0,11,6,Pedro Ramírez Quispe,pedro79@outlook.com,+51 954607344
Limpieza dental,Instagram,Llamada directa,Alta,1,1,0,1,1,0,17,6,Diana Herrera Sánchez,diana15@outlook.com,+51 985927400
Cirugía oral,Otro,Página web,Media,0,1,0,1,0,0,12,3,Carlos Castro Silva,carlos88@gmail.com,+51 939933401
Carillas,Facebook,Llamada directa,Media,1,0,0,1,0,0,14,1,Miguel García Silva,miguel83@yahoo.es,+51 919499506
Ortodoncia,WhatsApp,Página web,Media,0,0,0,1,0,0,12,3,José Cruz Herrera,josé82@outlook.com,+51 912100121
Extracción,Otro,Llamada directa,Baja,1,0,1,0,0,0,19,6,Miguel Morales Vásquez,miguel36@outlook.com,+51 950845760
Revisión general,Facebook,Google Ads,Media,0,1,0,1,0,0,17,9,Karla Vásquez Sánchez,karla54@outlook.com,+51 973197845
Implantes,WhatsApp,Recomendación,Media,0,1,0,0,0,0,15,4,Rosa Chávez Vásquez,rosa55@hotmail.com,+51 963484729
Cirugía oral,Facebook,Google Ads,Alta,1,1,1,0,0,0,17,2,Miguel García Chávez,miguel41@yahoo.es,+51 988152300
Implantes,Instagram,Página web,Baja,1,1,0,1,0,1,16,1,Raúl Ruiz Flores,raúl73@hotmail.com,+51 964070966
Endodoncia,Facebook,Llamada directa,Alta,1,1,0,0,1,0,12,5,Elena Silva Rodríguez,elena35@hotmail.com,+51 929500040
Ortodoncia,Instagram,Google Ads,Media,0,1,0,1,1,0,10,4,Carmen Rodríguez Flores,carmen18@outlook.com,+51 929079736
Blanqueamiento,Otro,Página web,Alta,1,1,0,1,0,0,14,3,Ana Sánchez Quispe,ana37@outlook.com,+51 985718973
Endodoncia,Instagram,Página web,Media,0,1,0,0,1,0,15,10,Ana Mendoza Castro,ana13@yahoo.es,+51 926051603
Carillas,Otro,Recomendación,Baja,1,1,0,0,1,0,13,6,Diana Vásquez Gómez,diana70@gmail.com,+51 988580228
Implantes,Otro,Llamada directa,Baja,1,0,1,1,0,1,10,6,Raúl Gómez Rodríguez,raúl61@yahoo.es,+51 940548809
Extracción,Facebook,Recomendación,Media,0,0,0,0,0,0,15,3,Jessica Flores Cruz,jessica55@yahoo.es,+51 927386633
Ortodoncia,Facebook,Llamada directa,Media,1,0,0,1,1,1,16,5,Ana Mendoza Mendoza,ana92@yahoo.es,+51 975832553
Endodoncia,Otro,Página web,Baja,1,1,0,0,1,0,19,5,José Rodríguez Morales,josé31@hotmail.com,+51 913268943
Limpieza dental,Facebook,Recomendación,Baja,0,1,0,1,0,0,13,3,Ana Cruz Quispe,ana65@hotmail.com,+51 991960125
Extracción,Instagram,Página web,Media,0,1,0,0,1,1,9,7,Jessica Herrera Flores,jessica16@outlook.com,+51 951130895
Ortodoncia,Otro,Llamada directa,Alta,0,1,1,0,0,1,14,3,Carlos Herrera Sánchez,carlos30@outlook.com,+51 912425621
Ortodoncia,Instagram,Google Ads,Media,1,1,0,0,0,0,15,8,Carlos Gómez Flores,carlos91@gmail.com,+51 952186959
Limpieza dental,Otro,Llamada directa,Media,0,1,1,1,0,0,12,7,Ana Flores Ramírez,ana42@outlook.com,+51 942603661
Revisión general,Otro,Página web,Baja,1,0,0,0,0,0,12,6,Karla Torres Gómez,karla55@outlook.com,+51 932329408
Extracción,Instagram,Llamada directa,Baja,1,0,0,0,0,0,17,5,Raúl Castro Ramírez,raúl51@outlook.com,+51 989423485
Implantes,WhatsApp,Llamada directa,Alta,0,1,1,0,0,0,13,4,Renzo Rodríguez Rojas,renzo51@hotmail.com,+51 980713166
Carillas,WhatsApp,Google Ads,Alta,1,1,0,0,0,0,13,8,Jessica Martínez Flores,jessica78@hotmail.com,+51 988615063
Carillas,Instagram,Página web,Alta,1,1,0,0,0,0,10,4,Lucía Mendoza Mendoza,lucía96@yahoo.es,+51 966785428
Endodoncia,Otro,Llamada directa,Media,1,1,0,0,1,0,14,0,Renzo Morales Ruiz,renzo94@hotmail.com,+51 924764791
Limpieza dental,Otro,Recomendación,Baja,0,1,1,1,0,1,11,4,Jessica Torres Cruz,jessica35@hotmail.com,+51 968148588
Carillas,Otro,Google Ads,Media,0,1,0,0,0,0,11,4,Carmen Cruz Torres,carmen87@gmail.com,+51 939860986
Implantes,Instagram,Google Ads,Baja,0,0,1,0,0,1,9,3,Carmen Cruz Rodríguez,carmen75@hotmail.com,+51 917269243
Revisión general,Instagram,Recomendación,Baja,0,0,1,0,1,1,16,8,José García Rodríguez,josé99@yahoo.es,+51 917949665
Ortodoncia,Instagram,Página web,Media,1,0,0,0,0,0,12,0,Elena Quispe Herrera,elena28@hotmail.com,+51 995554207
Blanqueamiento,Facebook,Llamada directa,Media,1,1,1,1,0,0,11,4,José Ramírez Morales,josé70@yahoo.es,+51 912943620
Ortodoncia,WhatsApp,Recomendación,Media,1,0,0,0,1,0,13,5,María Sánchez Vásquez,maría44@hotmail.com,+51 943630605
Blanqueamiento,Otro,Página web,Media,1,1,0,0,0,0,17,3,Carmen Rojas Silva,carmen51@yahoo.es,+51 996301264
Extracción,Facebook,Google Ads,Alta,1,0,1,1,0,0,16,8,Carlos García Flores,carlos69@hotmail.com,+51 944043885
Implantes,Otro,Recomendación,Baja,0,1,1,0,1,0,15,10,Elena Flores Silva,elena41@gmail.com,+51 911508423
Endodoncia,Facebook,Llamada directa,Baja,0,0,1,0,1,0,18,5,Raúl García Rodríguez,raúl22@gmail.com,+51 992224033
Blanqueamiento,WhatsApp,Página web,Alta,0,1,1,1,1,1,17,6,Diana Quispe Herrera,diana11@yahoo.es,+51 953782875
Implantes,Otro,Google Ads,Media,0,0,0,1,0,1,15,7,Jorge Martínez Quispe,jorge28@gmail.com,+51 940405000
Revisión general,WhatsApp,Llamada directa,Media,1,1,0,0,1,1,16,6,Rosa García Martínez,rosa11@gmail.com,+51 935199322
Blanqueamiento,Otro,Google Ads,Alta,0,1,0,1,1,1,17,11,Elena Chávez Rojas,elena76@hotmail.com,+51 977259822
Ortodoncia,Instagram,Recomendación,Alta,0,0,0,0,0,1,16,4,José Martínez Rojas,josé58@gmail.com,+51 948686743
Extracción,Otro,Google Ads,Baja,1,0,1,0,0,0,17,6,Karla Vásquez Torres,karla51@yahoo.es,+51 990155283
Revisión general,Instagram,Página web,Baja,1,0,1,1,0,1,11,4,Fernando Herrera Rodríguez,fernando40@gmail.com,+51 955611053
Revisión general,Otro,Llamada directa,Media,0,1,1,1,0,0,13,9,María Cruz Martínez,maría17@gmail.com,+51 951975990
Ortodoncia,Otro,Página web,Media,0,0,0,1,1,1,16,2,Elena Rojas Rojas,elena11@hotmail.com,+51 960661190
Limpieza dental,Instagram,Llamada directa,Baja,0,1,1,0,1,0,15,2,Lucía Quispe Chávez,lucía52@hotmail.com,+51 987346506
Carillas,Facebook,Recomendación,Media,0,1,1,0,0,1,19,5,Jessica Cruz Martínez,jessica20@hotmail.com,+51 967696553
